hosp_date,age_group,new_hosp
2023-05-29,15-34,30
2023-05-29,35-59,106
2023-05-29,60-79,407
2023-05-29,80+,472
2023-05-30,00-04,8
2023-05-30,00+,568
2023-05-30,05-14,1
2023-05-30,15-34,15
2023-05-30,35-59,58
2023-05-30,60-79,218
2023-05-30,80+,268
2023-05-31,00-04,51
2023-05-31,00+,3280
2023-05-31,05-14,8
2023-05-31,15-34,119
2023-05-31,35-59,270
2023-05-31,60-79,1182
2023-05-31,80+,1650
2023-06-01,00-04,65
2023-06-01,00+,2021
2023-06-01,05-14,8
2023-06-01,15-34,52
2023-06-01,35-59,190
2023-06-01,60-79,810
2023-06-01,80+,896
2023-06-02,00-04,24
2023-06-02,00+,1144
2023-06-02,05-14,3
2023-06-02,15-34,42
2023-06-02,35-59,147
2023-06-02,60-79,380
2023-06-02,80+,548
2023-06-03,00-04,24
2023-06-03,00+,1096
2023-06-03,05-14,3
2023-06-03,15-34,36
2023-06-03,35-59,108
2023-06-03,60-79,412
2023-06-03,80+,513
2023-06-04,00-04,23
2023-06-04,00+,663
2023-06-04,05-14,3
2023-06-04,15-34,26
2023-06-04,35-59,69
2023-06-04,60-79,253
2023-06-04,80+,289
2023-06-05,00-04,21
2023-06-05,00+,652
2023-06-05,05-14,3
2023-06-05,15-34,25
2023-06-05,35-59,69
2023-06-05,60-79,249
2023-06-05,80+,285
2023-06-06,00-04,31
2023-06-06,00+,1603
2023-06-06,05-14,4
2023-06-06,15-34,73
2023-06-06,35-59,171
2023-06-06,60-79,627
2023-06-06,80+,697
2023-06-07,00-04,27
2023-06-07,00+,1451
2023-06-07,05-14,12
2023-06-07,15-34,64
2023-06-07,35-59,189
2023-06-07,60-79,538
2023-06-07,80+,621
2023-06-08,00-04,17
2023-06-08,00+,1017
2023-06-08,05-14,3
2023-06-08,15-34,30
2023-06-08,35-59,100
2023-06-08,60-79,411
2023-06-08,80+,456
2023-06-09,00-04,10
2023-06-09,00+,753
2023-06-09,05-14,6
2023-06-09,15-34,36
2023-06-09,35-59,84
2023-06-09,60-79,266
2023-06-09,80+,351
2023-06-10,00-04,27
2023-06-10,00+,927
2023-06-10,05-14,16
2023-06-10,15-34,27
2023-06-10,35-59,108
2023-06-10,60-79,394
2023-06-10,80+,355
2023-06-11,00-04,10
2023-06-11,00+,540
2023-06-11,05-14,5
2023-06-11,15-34,16
2023-06-11,35-59,60
2023-06-11,60-79,220
2023-06-11,80+,229
2023-06-12,00-04,10
2023-06-12,00+,527
2023-06-12,05-14,5
2023-06-12,15-34,15
2023-06-12,35-59,60
2023-06-12,60-79,214
2023-06-12,80+,223
2023-06-13,00-04,26
2023-06-13,00+,917
2023-06-13,05-14,5
2023-06-13,15-34,39
2023-06-13,35-59,86
2023-06-13,60-79,354
2023-06-13,80+,407
2023-06-14,00-04,17
2023-06-14,00+,878
2023-06-14,05-14,4
2023-06-14,15-34,52
2023-06-14,35-59,77
2023-06-14,60-79,351
2023-06-14,80+,377
2023-06-15,00-04,11
2023-06-15,00+,981
2023-06-15,05-14,4
2023-06-15,15-34,30
2023-06-15,35-59,85
2023-06-15,60-79,405
2023-06-15,80+,446
2023-06-16,00-04,20
2023-06-16,00+,910
2023-06-16,05-14,11
2023-06-16,15-34,20
2023-06-16,35-59,99
2023-06-16,60-79,347
2023-06-16,80+,413
